Date_Price;AAVEUSDT;ACMUSDT;ADAUSDT;ADXUSDT;AGLDUSDT;ALGOUSDT;ALICEUSDT;ALPACAUSDT;ALPHAUSDT;AMPUSDT;ANKRUSDT;ANTUSDT;ARDRUSDT;ARPAUSDT;ARUSDT;ASRUSDT;ATAUSDT;ATOMUSDT;AUCTIONUSDT;AUDIOUSDT;AVAXUSDT;AXSUSDT;BADGERUSDT;BALUSDT;BANDUSDT;BARUSDT;BATUSDT;BCHUSDT;BEAMUSDT;BELUSDT;BETAUSDT;BICOUSDT;BLZUSDT;BNBUPUSDT;BNBUSDT;BNTUSDT
23/04/2022;173,4;5,56;0,886;0,368;1,149;0,7074;6,37;0,616;0,3651;0,02202;0,07471;4,276;0,238;0,06696;27,87;3,362;0,3606;23,21;12,92;1,253;72,83;45,15;8,71;14,81;3,669;6,01;0,7344;312,5;0,3319;0,84;0,38411;1,303;0,1531;172;401,1;2,187
24/04/2022;166,4;5,165;0,886;0,3609;1,082;0,7011;6,37;0,5953;0,3544;0,0217;0,07259;4,198;0,2224;0,06618;26,76;3,201;0,355;22,29;12,71;1,189;71,51;44,37;8,54;14,58;3,603;5,8;0,7223;307,7;0,3204;0,85;0,37773;1,284;0,1489;170,15;398,8;2,186
25/04/2022;168,9;4,946;0,8974;0,3647;1,071;0,703;6,26;0,572;0,3514;0,02164;0,07315;4,129;0,2169;0,06502;27,66;3,116;0,3523;22,13;12,84;1,15;72,88;42,92;9,18;16,12;3,614;5,68;0,7232;314,5;0,315;0,844;0,36703;1,237;0,1466;174,41;404,3;2,21
26/04/2022;158;4,714;0,8259;0,3513;0,985;0,656;5,76;0,5099;0,3206;0,02115;0,06734;3,73;0,2022;0,06008;26,35;2,928;0,3245;20,3;12,13;1,042;68,7;38,78;8,43;14,53;3,315;5,26;0,6565;296;0,2868;0,748;0,33539;1,133;0,1342;157,83;385,9;2,086
27/04/2022;168,4;6,73;0,8401;0,3603;1,011;0,6712;5,95;0,5185;0,33;0,02158;0,07004;3,859;0,2109;0,06243;26,51;3,23;0,337;21,43;12,31;1,107;69,86;38,8;8,67;14,46;3,441;5,72;0,669;307,2;0,2917;0,784;0,34387;1,214;0,1402;164,06;391,3;2,147
28/04/2022;166,1;6,346;0,8432;0,3559;1,021;0,6982;6,24;0,4979;0,3267;0,02084;0,07018;3,862;0,2116;0,06199;26,24;3,105;0,348;20,75;12,15;1,061;67,26;38,05;8,59;14,1;3,51;5,53;0,6591;306,5;0,2845;0,788;0,3508;1,18;0,1406;181,25;407,1;2,154
29/04/2022;157,3;6,514;0,8048;0,3506;0,975;0,6381;5,86;0,4706;0,3001;0,02061;0,06581;3,611;0,2048;0,05761;25,21;2,992;0,3227;19,44;11,92;0,959;63,4;34,35;7,92;13,67;3,248;5,45;0,6296;294,6;0,2693;0,709;0,31353;1,1;0,1294;168,95;393;2,067
30/04/2022;142,3;6,245;0,7556;0,326;0,902;0,5673;4,92;0,3896;0,2643;0,01935;0,05985;3,179;0,1817;0,05139;22,78;2,764;0,2777;17,84;11,23;0,834;56,98;29,05;7,44;12,1;2,959;4,96;0,5692;277,7;0,2496;0,625;0,27633;1,006;0,1196;148,7;377,1;1,987
01/05/2022;146,5;5,683;0,7895;0,3283;0,944;0,6016;5,09;0,4121;0,287;0,01921;0,06364;3,404;0,1834;0,05329;25,11;2,85;0,293;18;11,67;0,884;58,77;31,79;7,75;12,76;3,116;5,02;0,6026;284;0,2571;0,672;0,28414;1,073;0,1281;158,96;389,9;2,009
02/05/2022;144,2;5,716;0,7809;0,3352;0,951;0,6161;4,94;0,4343;0,2803;0,01858;0,06238;3,421;0,1788;0,05297;24,83;2,858;0,2828;17,8;11,34;0,841;60,34;30,19;7,73;12,87;3,042;5,25;0,5863;285;0,2616;0,658;0,27307;1,045;0,127;158,53;389,5;1,995
03/05/2022;141,1;5,398;0,7711;0,3294;0,926;0,671;4,92;0,4257;0,2709;0,01807;0,061;3,282;0,1776;0,05707;24,35;2,804;0,2778;17,57;11,41;0,825;59,63;29,07;7,72;12,83;2,979;5,07;0,5797;279,4;0,2536;0,657;0,27181;1,036;0,1239;154,39;383,9;1,975
04/05/2022;159,5;5,785;0,8985;0,3469;1,006;0,7157;5,4;0,4603;0,3079;0,01937;0,06682;3,583;0,1908;0,05991;26,29;2,994;0,3095;19,92;12,05;0,911;67,27;33,31;8,3;14,54;3,345;5,34;0,6548;300;0,2778;0,717;0,292;1,141;0,1386;169,21;402,6;2,118
05/05/2022;141,4;5,336;0,7884;0,3223;0,91;0,634;4,87;0,4185;0,2734;0,01785;0,06054;3,201;0,1723;0,05336;22,66;2,892;0,2829;17,84;11,1;0,806;59,04;28,95;7,32;13,51;2,941;4,97;0,587;277,3;0,2425;0,639;0,25661;1,033;0,1224;136,98;378,4;1,94
06/05/2022;138,4;5,217;0,7832;0,3109;0,913;0,6973;4,89;0,4257;0,2688;0,01798;0,05855;3,236;0,1691;0,05256;22,22;2,757;0,2801;17,67;10,96;0,799;57;28,44;7,31;13,56;2,926;4,88;0,5792;274,9;0,2398;0,641;0,24682;1,041;0,1242;137,03;379,1;1,922
07/05/2022;132,1;5,315;0,7604;0,3004;0,905;0,7487;4,57;0,4153;0,2549;0,01787;0,05595;3,084;0,1632;0,04948;20,23;2,72;0,2698;16,43;10,44;0,759;55,04;28,6;6,94;13,04;2,787;4,87;0,5546;268;0,233;0,613;0,24417;0,963;0,1185;124,13;365,5;1,866
08/05/2022;125,9;5,034;0,7403;0,2926;0,856;0,7292;4,52;0,4271;0,2541;0,0178;0,05414;2,99;0,1571;0,04849;19,77;2,63;0,2675;15,7;10,03;0,751;51,62;30,49;6,7;12,41;2,734;4,75;0,5466;261,7;0,219;0,614;0,2284;0,916;0,1143;114,26;355,9;1,799
09/05/2022;99,3;4,079;0,6019;0,2708;0,747;0,5746;3,55;0,38;0,2051;0,01332;0,0438;2,388;0,1277;0,03805;17,04;2,203;0,2174;12,51;7,95;0,592;41,2;24,77;5,58;10,32;2,209;4,07;0,4406;217,9;0,179;0,479;0,173;0,729;0,0879;70,36;296,1;1,571
10/05/2022;105,2;4,129;0,6286;0,2734;0,758;0,5852;3,79;0,322;0,22;0,01344;0,04607;2,416;0,1332;0,04113;17,92;2,134;0,2338;13,58;7,88;0,607;44,58;24,22;6,14;11,23;2,243;4,06;0,4665;231,5;0,1749;0,505;0,17331;0,748;0,0933;81,87;319,1;1,625
11/05/2022;82,5;2,623;0,5187;0,2152;0,476;0,4504;2,52;0,2813;0,172;0,01064;0,03344;1,553;0,1014;0,03162;14,84;1,365;0,1518;10,79;4,83;0,399;31,17;18,97;5;9,97;1,815;2,86;0,3754;194,9;0,1126;0,299;0,09219;0,489;0,0636;51,68;271,5;1,428
12/05/2022;77,1;2,677;0,4733;0,2103;0,407;0,4232;2,19;0,3078;0,1581;0,01202;0,03177;1,229;0,0898;0,03035;15,07;1,264;0,1378;9,66;4,65;0,377;30,32;19,02;4,1;8,51;1,521;2,6;0,3575;194,2;0,1079;0,243;0,07913;0,381;0,057;44,86;269;1,353
13/05/2022;82,5;3,487;0,529;0,2304;0,491;0,4435;2,51;0,3121;0,1565;0,01352;0,03547;1,429;0,1022;0,03281;13,75;1,446;0,1495;10,32;4,76;0,412;32,21;20,07;4,29;8,94;1,725;3,09;0,3843;202,4;0,1153;0,283;0,0962;0,487;0,0666;51,37;290,6;1,392
14/05/2022;86,7;3,731;0,5372;0,2291;0,496;0,4635;2,61;0,3039;0,1649;0,01378;0,03912;1,626;0,1109;0,03398;15,5;1,53;0,16;10,79;5,67;0,436;33,93;20,89;4,57;9,38;1,732;3,18;0,4185;208,8;0,1307;0,305;0,09441;0,63;0,0727;55;296,9;1,433
15/05/2022;92,1;3,65;0,5981;0,2378;0,529;0,4906;2,89;0,3242;0,1654;0,01427;0,04027;1,652;0,1183;0,03578;18,84;1,57;0,1674;12,38;6,09;0,507;36,57;23,25;4,94;9,82;1,81;3,26;0,4351;214,9;0,1443;0,328;0,10786;0,704;0,0773;63,25;312,4;1,511
16/05/2022;83,9;3,379;0,5569;0,2237;0,477;0,4603;2,67;0,3036;0,1501;0,01388;0,03801;1,525;0,109;0,0319;15,47;1,504;0,1532;11,07;6,05;0,433;32,56;19,57;5,05;8,59;1,598;3,15;0,3934;197,6;0,1383;0,307;0,1044;0,611;0,0703;55,28;297,2;1,414
17/05/2022;92,6;4,126;0,5778;0,2363;0,594;0,495;3,15;0,324;0,1612;0,01414;0,04111;1,646;0,1167;0,03521;15,68;1,748;0,1664;11,46;6,58;0,467;34,39;21,32;5,29;8,72;1,765;3,61;0,4146;206,9;0,1457;0,342;0,12637;0,622;0,0755;60,53;306,2;1,46
18/05/2022;81,9;4,622;0,5059;0,2192;0,505;0,4334;2,95;0,3052;0,1448;0,01333;0,03559;1,604;0,1052;0,03146;14,25;1,843;0,1445;10,11;5,95;0,408;29,58;21,6;5,02;7,92;1,578;4,01;0,3729;186,9;0,1314;0,296;0,11018;0,676;0,0694;51,65;287,7;1,334
19/05/2022;91,8;5,251;0,5334;0,2575;0,539;0,4516;3,04;0,3242;0,1588;0,01372;0,03793;1,702;0,1109;0,03449;15,49;2,138;0,1591;10,84;6,57;0,438;30,39;21,84;5,64;8,05;1,77;4,06;0,391;196,5;0,1507;0,337;0,11431;0,709;0,0777;57,9;307,1;1,393
20/05/2022;90,2;5,761;0,5162;0,2313;0,517;0,4335;2,86;0,3122;0,1505;0,01309;0,03646;1,733;0,1094;0,03273;14,5;2,144;0,1478;11,2;6,28;0,408;28,8;20,72;5,5;7,71;1,675;4,29;0,3818;190,1;0,1395;0,326;0,1071;0,684;0,076;56,47;302,2;1,356
21/05/2022;91,3;5,564;0,5286;0,2372;0,612;0,435;3;0,3152;0,1588;0,01333;0,03874;2,094;0,1129;0,03369;14,96;2,102;0,1597;11,05;6,38;0,447;29,89;21,04;5,77;7,63;1,755;4,11;0,3888;192,4;0,1399;0,363;0,11839;0,722;0,0812;59,8;312,4;1,357
22/05/2022;94,1;4,312;0,5416;0,235;0,598;0,4427;3,07;0,3213;0,1647;0,0133;0,04085;2,047;0,1224;0,03476;15,7;2,398;0,1608;11,41;6,35;0,465;31,71;21,65;5,97;8,01;1,858;4;0,4072;197,9;0,1446;0,376;0,11575;0,696;0,0803;62,18;319,4;1,413
23/05/2022;99,3;3,79;0,5134;0,2294;0,547;0,4171;2,86;0,322;0,1523;0,01287;0,03861;1,852;0,115;0,03303;14,7;2,618;0,1513;11,14;6,2;0,443;29,06;21,02;5,65;7,43;1,707;4;0,3851;192;0,1376;0,346;0,13785;0,648;0,0712;60,51;317,2;1,364
24/05/2022;106,6;3,68;0,5219;0,2322;0,575;0,4191;2,94;0,3221;0,1753;0,01329;0,03964;2,006;0,1178;0,03772;14,67;2,4;0,1824;11,1;6,6;0,46;29,08;21,3;6;7,57;1,766;4,23;0,395;195,6;0,1448;0,383;0,15591;0,692;0,0792;65,15;328,3;1,374
25/05/2022;102,1;3,812;0,5146;0,2316;0,594;0,4057;2,86;0,3166;0,165;0,0128;0,03833;1,843;0,1162;0,0346;14,56;2,531;0,163;10,74;6,37;0,477;27,25;20,89;5,98;7,5;1,695;4,65;0,3903;190,2;0,1488;0,396;0,14502;0,651;0,078;64,13;325,7;1,333
26/05/2022;101;3,293;0,4789;0,213;0,512;0,3794;2,6;0,301;0,1464;0,01228;0,03584;1,636;0,1111;0,03122;13,88;2,144;0,1453;9,61;6,92;0,406;23,43;19,5;5,85;6,77;1,536;4,14;0,3721;179,4;0,1366;0,339;0,1225;0,618;0,0757;55,09;303;1,265
27/05/2022;92,4;3,347;0,4566;0,2051;0,479;0,3606;2,51;0,2962;0,1395;0,01143;0,03504;1,599;0,1088;0,02959;13,04;2,264;0,1414;9,27;6,11;0,376;22,58;18,26;5,54;6,44;1,439;4,48;0,3597;174,8;0,1325;0,318;0,11542;0,653;0,0733;54,32;301,6;1,221
28/05/2022;95,5;3,322;0,4646;0,2076;0,505;0,3674;2,68;0,3054;0,1409;0,01166;0,03603;1,667;0,1116;0,03045;13,1;2,39;0,1486;9,42;6,42;0,374;24,76;18,57;5,8;6,73;1,505;4,4;0,3683;178,7;0,1357;0,525;0,13962;0,651;0,0763;57,46;307,5;1,249
29/05/2022;95,5;3,332;0,482;0,2142;0,521;0,3788;2,97;0,3101;0,1452;0,01182;0,03675;1,856;0,1147;0,03781;13,35;2,436;0,1617;9,59;6,64;0,397;26,16;18,5;5,79;6,89;1,552;4,44;0,3723;185,2;0,14;0,972;0,13548;0,648;0,0885;56,6;305,8;1,266
30/05/2022;117,4;3,404;0,5698;0,2282;0,555;0,4201;3,236;0,337;0,1634;0,0126;0,03956;2,093;0,1229;0,03883;15,23;2,419;0,1762;10,5;7,21;0,436;27,71;23,99;6,27;7,62;1,811;4,56;0,4028;196,9;0,1509;1,009;0,14412;0,695;0,085;64,63;321,8;1,366
31/05/2022;112,9;3,319;0,6268;0,2287;0,581;0,4113;3,14;0,3439;0,1663;0,01254;0,03891;2,031;0,1215;0,0382;15,27;2,303;0,1805;10,33;7,21;0,463;26,42;23,91;6,08;7,47;1,812;4,36;0,4026;204,6;0,1626;0,859;0,12856;0,865;0,0827;63,85;320,9;1,335
01/06/2022;106,3;3,684;0,5516;0,2119;0,508;0,385;2,816;0,3132;0,1475;0,01202;0,03694;1,819;0,1207;0,03422;13,02;2,546;0,1566;9,34;6,37;0,404;23,68;20,89;5,73;6,75;1,629;4,41;0,3831;186;0,1468;0,735;0,11993;0,726;0,0805;56,89;300,4;1,248
02/06/2022;110,9;3,493;0,5871;0,2162;0,521;0,3947;2,893;0,3147;0,1523;0,01186;0,03943;1,919;0,1271;0,03532;13,26;2,464;0,162;9,63;6,54;0,417;24,63;21,08;5,99;7,01;1,683;4,37;0,4002;189;0,1559;0,723;0,12371;0,746;0,0805;60,33;308,3;1,255
03/06/2022;106,9;3,416;0,56;0,2079;0,497;0,3811;2,83;0,3094;0,1475;0,01143;0,03792;1,814;0,1387;0,03417;12,49;2,733;0,1534;9,19;6,32;0,388;23;19,98;5,77;6,71;1,612;4,32;0,3791;183,1;0,1505;1,068;0,1264;0,708;0,0937;55,28;298,6;1,203
04/06/2022;106,9;3,679;0,5665;0,2124;0,502;0,3883;2,986;0,3112;0,1538;0,01146;0,03818;1,798;0,1335;0,03464;12,81;3,28;0,1526;9,24;6,61;0,406;24,57;20,6;5,86;6,73;1,643;4,56;0,3806;188,8;0,1583;0,855;0,13291;0,693;0,092;56,76;301,3;1,237
05/06/2022;103,7;3,53;0,5674;0,2138;0,506;0,3918;2,818;0,3092;0,1504;0,01144;0,03868;1,812;0,1341;0,03405;12,71;2,923;0,1515;9,17;6,5;0,398;24,18;20,07;5,77;7,43;1,634;4,51;0,3845;179,9;0,1512;0,804;0,12653;0,731;0,1066;55,61;299,1;1,264
06/06/2022;106;3,611;0,6091;0,2236;0,505;0,4128;2,886;0,3137;0,1546;0,01188;0,03999;1,856;0,1323;0,03511;13,12;3,017;0,1577;9,46;6,62;0,418;25,99;20,7;5,95;7,6;1,725;4,97;0,4028;185,6;0,1553;1,053;0,12477;0,719;0,1011;53,77;295,1;1,291
07/06/2022;99,3;3,534;0,6141;0,2196;0,478;0,3989;2,749;0,3191;0,1606;0,01162;0,03914;1,897;0,1306;0,03918;14,08;2,809;0,1649;9,2;6,57;0,422;24,6;19,72;5,82;7,24;1,714;4,75;0,3932;182,1;0,1618;1,805;0,1199;0,7;0,1211;50,32;290,3;1,298
08/06/2022;96,5;3,68;0,6408;0,2221;0,457;0,4165;2,827;0,3323;0,1738;0,01113;0,03827;1,835;0,1259;0,03814;13,86;4,1;0,2289;8,76;6,74;0,44;24,5;19,47;5,52;7,67;1,666;4,94;0,3949;176,8;0,1593;1,246;0,13019;0,669;0,155;49,65;288,5;1,283
09/06/2022;95,9;4,069;0,6323;0,2208;0,456;0,4042;2,864;0,324;0,1572;0,0111;0,03785;1,815;0,1249;0,03838;13,27;3,934;0,2025;8,79;7;0,429;24,41;19,41;5,05;7,48;2,017;4,91;0,3937;175,6;0,1608;1,333;0,13063;0,676;0,1713;50,2;289,9;1,317
10/06/2022;88,2;3,847;0,5744;0,2079;0,421;0,3689;2,656;0,3116;0,1459;0,01096;0,03481;1,707;0,1196;0,03544;12,34;3,786;0,1889;8,11;6,56;0,396;22,08;18,05;4,64;7,13;1,883;4,94;0,364;167,4;0,1496;1,242;0,11717;0,622;0,1671;48,53;286,4;1,199
11/06/2022;77,2;3,46;0,554;0,19;0,394;0,3506;2,397;0,3004;0,1344;0,01048;0,03188;1,495;0,1148;0,03308;11,09;3,162;0,1613;7,55;5,99;0,359;19,9;16,33;4,39;6,22;1,773;4,57;0,3346;156,7;0,1385;1,217;0,10496;0,541;0,1609;40,66;269,9;1,106
12/06/2022;70,3;3,11;0,4904;0,1838;0,341;0,3248;2,169;0,2892;0,1215;0,01007;0,02922;1,393;0,1056;0,03004;10,07;3,294;0,16;7,07;5,09;0,322;17,29;14,44;4,14;5,94;1,417;4,2;0,3072;146;0,134;1,13;0,10664;0,49;0,1381;33,61;254,8;1,005
13/06/2022;59,9;3,092;0,4644;0,1607;0,301;0,3039;2,077;0,1955;0,1094;0,00908;0,02686;1,328;0,0886;0,02918;9,11;3,225;0,1559;6,51;4,58;0,304;16,11;13,48;3,43;4,94;1,321;4,2;0,2869;127,1;0,1175;0,941;0,10135;0,494;0,1126;26,09;223;0,881
14/06/2022;62,1;2,992;0,4831;0,1591;0,296;0,3086;2,054;0,2125;0,1102;0,00977;0,02629;1,339;0,0893;0,02911;8,77;3,264;0,1781;6,36;4,73;0,304;16,55;14,09;3,43;4,7;1,456;4,03;0,2924;125,9;0,1181;0,926;0,10113;0,517;0,111;26,02;223;0,82
15/06/2022;66,6;3,026;0,5348;0,1623;0,316;0,3402;2,374;0,2207;0,1198;0,00979;0,02816;2,034;0,0941;0,03076;9,75;3,264;0,1986;7,33;4,87;0,34;18,31;15,79;3,49;4,9;1,572;4,08;0,3621;127,9;0,1264;0,962;0,10671;0,552;0,1099;27,87;233,6;0,754
16/06/2022;56,6;2,845;0,4762;0,1525;0,28;0,302;2,004;0,1995;0,1053;0,00875;0,02562;1,602;0,0928;0,02751;8,74;3,078;0,1735;6,35;4,33;0,298;15,79;13,63;3,16;4,18;1,349;3,86;0,3223;109,4;0,1146;0,822;0,0983;0,5;0,0887;23,27;210,2;0,593
17/06/2022;57,4;2,92;0,4872;0,1514;0,293;0,3102;2,04;0,2002;0,1085;0,00898;0,02684;1,571;0,0968;0,02818;8,18;3,133;0,1725;6,39;4,79;0,304;15,99;13,9;3,15;4,3;1,372;3,96;0,3378;121,5;0,1208;0,888;0,09985;0,506;0,0892;24,42;215,8;0,561
18/06/2022;49,6;2,82;0,4549;0,1387;0,273;0,2959;2,04;0,1898;0,1011;0,0085;0,02515;1,567;0,0909;0,0268;7,92;2,936;0,155;6,08;4,41;0,282;14,83;12,92;2,89;3,96;1,292;3,86;0,3118;115,5;0,1144;0,788;0,09263;0,506;0,0877;20,82;197;0,481
19/06/2022;54,1;2,88;0,4848;0,1461;0,298;0,3146;2,22;0,195;0,1101;0,00895;0,02776;1,695;0,0968;0,02813;8,63;2,999;0,1728;6,77;4,57;0,306;16,16;13,78;3,08;4,38;1,385;4;0,34;120,6;0,1216;0,817;0,09739;0,54;0,0906;24,19;215,1;0,518
20/06/2022;61,6;2,9;0,4915;0,1467;0,298;0,3186;2,185;0,2066;0,1154;0,00903;0,02926;1,605;0,098;0,02907;9,74;2,967;0,1976;6,82;4,84;0,312;17,1;14,52;3,27;4,5;1,433;3,97;0,3606;118,7;0,1256;0,805;0,09864;0,541;0,0898;24,43;216,5;0,525
21/06/2022;66,4;2,952;0,4813;0,1496;0,296;0,3257;2,309;0,2058;0,1172;0,00909;0,02972;1,673;0,1011;0,0301;9,74;3,182;0,1932;6,95;4,7;0,322;16,9;14,91;3,38;4,64;1,436;3,97;0,3733;119,6;0,1272;0,802;0,09909;0,526;0,0881;25,08;220,1;0,516
22/06/2022;61,9;2,908;0,4594;0,1424;0,292;0,3138;2,326;0,2074;0,1096;0,00951;0,02918;1,667;0,0974;0,02769;9;3,081;0,1836;7,05;4,52;0,338;16,09;14;3,06;4,43;1,369;4,04;0,3646;112,8;0,1212;0,758;0,09481;0,501;0,0823;23,96;214,4;0,486
23/06/2022;68;3,006;0,48;0,15;0,472;0,3361;2,665;0,211;0,1193;0,00929;0,02981;1,728;0,1019;0,03117;9,77;3,107;0,204;8,13;4,9;0,37;18,29;14,72;3,2;4,78;1,436;4,04;0,406;116,4;0,1314;0,994;0,10189;0,535;0,0911;26,7;228,9;0,522
24/06/2022;71;3,174;0,4981;0,1546;0,451;0,3497;2,725;0,2171;0,1281;0,0094;0,03168;1,92;0,1036;0,04033;10,72;3,276;0,2081;8,26;5,35;0,383;20,47;17,12;3,35;5,6;1,508;4,14;0,4348;114,3;0,1339;0,928;0,10749;0,558;0,0955;28,83;240,2;0,541
25/06/2022;70;3,086;0,4984;0,1607;0,452;0,3515;2,799;0,2279;0,1324;0,00936;0,03154;1,873;0,1037;0,04113;10,47;3,241;0,2013;8,67;5,6;0,387;21,36;17,83;3,45;5,56;1,543;4,17;0,4311;115,5;0,1343;0,917;0,10892;0,553;0,1018;28,89;239,7;0,543
26/06/2022;65,5;2,939;0,4899;0,1557;0,418;0,3321;2,596;0,2221;0,1238;0,00911;0,02993;1,687;0,1021;0,04015;9,82;3,114;0,182;8,06;5,31;0,361;19,73;16,17;3,25;5,17;1,436;3,98;0,3943;112,9;0,1301;0,981;0,10253;0,525;0,0905;27,74;233,9;0,529
27/06/2022;65,5;3,003;0,4856;0,1554;0,416;0,3311;2,588;0,2173;0,1243;0,00897;0,03029;1,678;0,1079;0,04091;9,99;3,11;0,1928;7,78;5,39;0,401;19,32;15,91;3,19;5,14;1,449;4,04;0,3884;111,5;0,1326;0,926;0,10329;0,579;0,0919;27,71;233,8;0,511
28/06/2022;60,1;2,859;0,4694;0,1477;0,439;0,3126;2,738;0,2118;0,1165;0,00877;0,02855;1,569;0,104;0,04226;9,2;3,039;0,1755;7,34;5,13;0,368;18,12;15,31;3,1;4,9;1,369;3,93;0,3717;103,3;0,1248;0,989;0,10299;0,532;0,0884;25,67;226,9;0,498
29/06/2022;59,9;2,865;0,4662;0,141;0,474;0,3017;2,58;0,207;0,1146;0,00857;0,02755;1,598;0,0999;0,04495;9,08;2,96;0,1725;7,4;5,67;0,376;17,79;14,39;3,04;4,78;1,365;3,94;0,385;104,6;0,1249;0,898;0,09671;0,533;0,0926;23,21;219,7;0,494
30/06/2022;57;2,814;0,4599;0,1416;0,436;0,3147;2,319;0,201;0,1135;0,01023;0,02761;1,536;0,097;0,04071;9,74;3,01;0,1669;7,57;5,13;0,353;16,99;14,58;3,05;4,55;1,311;3,84;0,3926;103,2;0,1204;0,851;0,09599;0,505;0,0866;22,12;219,6;0,491
01/07/2022;56,4;2,806;0,4487;0,137;0,4;0,3066;2,227;0,2042;0,111;0,00945;0,02717;1,516;0,0989;0,03868;10,76;2,958;0,1618;8,09;5,16;0,339;16,12;14,05;3,03;4,54;1,284;3,79;0,4036;101,5;0,1171;0,843;0,09466;0,491;0,0852;21,63;216,9;0,477
02/07/2022;57,9;2,791;0,4559;0,1434;0,393;0,3076;2,213;0,2092;0,1116;0,00912;0,02776;1,555;0,1026;0,03746;10,18;2,977;0,1627;8,07;5,24;0,341;16,33;13,94;3,09;4,62;1,309;3,86;0,4125;106,6;0,1223;0,875;0,09594;0,492;0,0845;21,94;218,3;0,49
03/07/2022;57,7;2,843;0,4561;0,1423;0,378;0,3096;2,227;0,2069;0,1127;0,00916;0,02769;1,559;0,1028;0,03762;11,64;2,951;0,1631;8,09;5,12;0,341;16,65;14,18;3,03;4,65;1,294;3,88;0,4013;105,7;0,1249;0,841;0,09544;0,478;0,0873;22,05;219,2;0,489
04/07/2022;63,1;2,858;0,4695;0,1542;0,392;0,3196;2,33;0,2154;0,1181;0,0094;0,02836;1,633;0,1058;0,03818;12,11;2,993;0,1664;8,75;5,33;0,346;17,92;14,88;3,19;4,95;1,354;4;0,4062;108,1;0,1279;0,862;0,10038;0,505;0,092;24,23;231,5;0,498
05/07/2022;60,7;2,828;0,4571;0,1498;0,381;0,3078;2,221;0,2536;0,1135;0,00911;0,0276;1,684;0,1028;0,03652;11,96;2,936;0,1693;8,92;5,34;0,332;18,03;14,45;3,18;4,9;1,323;4,06;0,4414;104,1;0,1284;0,839;0,09588;0,488;0,0884;24,07;230,8;0,487
06/07/2022;63;2,83;0,4623;0,2411;0,45;0,3108;2,302;0,2317;0,1166;0,00912;0,02828;1,685;0,1036;0,03716;11,72;2,955;0,1711;8,9;5,62;0,339;19,17;14,82;3,2;4,91;1,349;4,06;0,441;105,9;0,1356;0,849;0,10023;0,505;0,0899;25,42;238,6;0,491
07/07/2022;71,2;2,911;0,4776;0,201;0,426;0,3224;2,423;0,2337;0,122;0,00929;0,02951;1,702;0,1067;0,03952;12,18;3,053;0,1766;9,36;5,95;0,36;20,18;15,33;3,4;5,13;1,422;4,13;0,4524;111,5;0,1389;0,875;0,10338;0,517;0,0925;26,21;241,4;0,507
08/07/2022;71,6;2,878;0,4661;0,1931;0,417;0,3141;2,348;0,2358;0,1203;0,00916;0,02892;1,76;0,107;0,03927;11,33;3,005;0,1752;8,98;5,68;0,348;19,72;14,85;3,3;4,96;1,417;4,09;0,4326;108,6;0,1342;0,845;0,10141;0,517;0,0926;25,88;240,7;0,496
09/07/2022;81,9;2,948;0,478;0,1956;0,419;0,3214;2,394;0,2355;0,1257;0,00914;0,03006;1,751;0,1093;0,04151;11,7;3,034;0,1815;8,98;6;0,362;19,89;15,14;3,42;5,06;1,474;4,13;0,4325;111,3;0,1436;0,859;0,10549;0,52;0,1014;26,34;243,3;0,505
10/07/2022;77,8;2,9;0,4624;0,1742;0,393;0,3101;2,238;0,2308;0,1195;0,00915;0,02855;1,696;0,109;0,03947;11,68;2,995;0,1678;8,79;5,46;0,342;19,16;14,42;3,23;4,65;1,432;4,03;0,4084;106,8;0,1373;0,832;0,09995;0,494;0,0957;24,72;234,7;0,484
11/07/2022;69,9;2,795;0,4347;0,1677;0,386;0,297;2,06;0,2269;0,1063;0,00882;0,02648;1,552;0,1001;0,03584;11,98;2,941;0,1563;8,18;5,37;0,317;17,35;13,48;3,13;4,37;1,325;3,87;0,3749;99,1;0,1312;0,779;0,0934;0,468;0,0848;23,11;225,6;0,453
12/07/2022;68,4;2,747;0,4171;0,1737;0,374;0,2926;2,01;0,2211;0,1037;0,00875;0,02581;1,515;0,0956;0,03481;10,94;2,867;0,151;7,81;5,15;0,303;16,75;12,85;3,02;4,16;1,227;3,81;0,367;97,2;0,1274;0,776;0,08926;0,463;0,0843;22,14;220,6;0,435
13/07/2022;79,7;2,799;0,4383;0,1816;0,39;0,31;2,137;0,2271;0,1086;0,00887;0,02676;1,605;0,0979;0,036;12,82;2,862;0,156;8,211;5,5;0,32;18,83;13,41;3,34;4,37;1,287;3,94;0,3852;102,5;0,2216;0,765;0,097;0,497;0,0877;24,01;230,5;0,461
14/07/2022;91,3;2,795;0,4416;0,1756;0,404;0,3296;2,181;0,2361;0,116;0,00895;0,02706;1,644;0,0991;0,03619;14,34;2,891;0,1619;8,99;5,74;0,326;19,76;13,96;3,57;4,65;1,356;3,99;0,3887;103;0,1926;0,781;0,12129;0,508;0,0888;25,53;238,5;0,468
15/07/2022;90,4;3,831;0,4421;0,1741;0,397;0,3275;2,201;0,2301;0,117;0,00904;0,02724;1,746;0,1008;0,03607;14,03;3,256;0,162;9,058;5,64;0,329;19,35;13,96;3,37;4,8;1,366;4,37;0,3889;106,2;0,1771;0,779;0,11228;0,495;0,0909;25,54;238,5;0,466
